Title,Posting URL,Price,Location,Posted on,Post Time,Updated on,Update time,Description
BLACK FRIDAY SPECIAL ON RIMS & TIRES HONDA ACURA,http://newyork.craigslist.org/que/ptd/5887247915.html,$250, (Fresh Meadows),2016-11-21,19:45:46,2016-11-28,12:18:45,"

QR Code Link to This Post


Having a Black Friday Special starting at 11am, Wheel sets pricing starting at $250.00 on certain wheels and up. Also have a 3 piece wide front for a 99-00 EK Civic with either open or closed front bumper ALSO GOING ON SPECIAL THAT DAY.  Many other parts at possible discounted price. CALL OR COME BY.

Claws
185-08 Horace Harding Expwy
Fresh Meadows, NY 11365
show contact info




2000,2001,2002,2003,2004,2005,2006,2007,20082009,2010,2011,2012,2013,2014 AUDI A4, AUDI A6, ADUI TT, AUDI TT QUATTRO, ACURA MDX,NISSAN ALTIMA,NISSAN MAXIMA,HONDA ACCORD,ACURA TSX.BMW 3 SERIES,BMW 745I,BMW 745LI,BMW 750I,BMW 750LI,BMW X3,BMW X5.INFINITI G35X,INFINITI G35 COUPE,INFINITI M35X,INFINITI FX35.MERCEDES BENZ C240 4MATIC,MERCEDES BENZ C230,MERCEDES BENZ C320,MERCEDES BENZ C280,MERCEDES BENZ CLK 350/MERCEDES BENZ CLK550,MERCEDES BENZ E320,MERCEDES BENZ E350 4MATIC,MERCEDES BENZ ML350 4MATIC,MERCEDES BENZ GL450 4MATIC.VOLKSWAGEN JETTA,VOLKSWAGEN,PASSAT370Z,TL,SI,CIVIC,SUPRA,TSX,EVO,RSX,SUPRA,GTI,CIVIC,SI,S2000,STI,BMW,RSX,STI,EVO,NISSAN ALTIMA,MAXIMA,GTI,BMW 325XI,BMW 335I,BMW 335XI,BMW 525I, INFINITI,MERCEDES BENZ,S200,VOLKSWAGEN JETTA,VOLKSWAGEN PASSAT, Honda ACCORD CIVIC CRV ELEMENT ODYSSEY PILOT PRELUDE S2000 Hyundai AZERA ELANTRA SANTA FE SONATA TIBURON TUCSON VERACRUZ XG Infiniti EX35 FX35 FX45 G35 COUPE SEDAN G37 I30 T I35 J30 M35 M45 Q45 T KIA - AMANTI OPTIMA RONDO SEDONA SENTRY SPORTAGE Lexus - ES300 ES330 ES350 GS300 GS330 GS350 GS400 GS430 GS450 GS460 IS250 AWD RWD IS300 IS350 ISF LS350 LS400 LS430 RX300 RX330 RX350 RX400 SC300 SC400 SC430 SE330 Mazda - 3 MAZDASPEED3 5 SPORT 2004 2005 2006 2007 2008 AUDI A4, AUDI A6,ACURA MDX,NISSAN ALTIMA,NISSAN MAXIMA,HONDA ACCORD,ACURA TSX.BMW 3 SERIES,BMW 745I,BMW 745LI,BMW 750I,BMW 750LI,BMW X3,BMW X5.INFINITI G35X,INFINITI G35 COUPE,INFINITI M35X,INFINITI FX35.MERCEDES BENZ C240 4MATIC,MERCEDES BENZ C230,MERCEDES BENZ C320,MERCEDES BENZ C280,MERCEDES BENZ CLK 350/MERCEDES BENZ CLK550,MERCEDES BENZ E320,MERCEDES BENZ E350 4MATIC,MERCEDES BENZ ML350 4MATIC,MERCEDES BENZ GL450 4MATIC.VOLKSWAGEN JETTA,VOLKSWAGEN PASSAT370Z,TL,SI,CIVIC,SUPRA,TSX,EVO,RSX,SUPRA,GTI,CIVIC,SI,S2000,STI,BMW,RSX,STI,EVO,NISSAN ALTIMA,MAXIMA,GTI,BMW 325XI,BMW 335I,BMW 335XI,BMW 525I, INFINITI,MERCEDES BENZ,S200,VOLKSWAGEN JETTA,VOLKSWAGEN PASSAT.. Honda - ACCORD CIVIC CRV ELEMENT ODYSSEY PILOT PRELUDE S2000 Hyundai - AZERA ELANTRA SANTA FE SONATA TIBURON TUCSON VERACRUZ XG Infiniti - EX35 FX35 FX45 G35 COUPE SEDAN G37 I30 T I35 J30 M35 M45 Q45 T KIA - AMANTI OPTIMA RONDO SEDONA SENTRY SPORTAGE Lexus - ES300 ES330 ES350 GS300 GS330 GS350 GS400 GS430 GS450 GS460 IS250 AWD RWD IS300 IS350 ISF LS350 LS400 LS430 RX300 RX330 RX350 RX400 SC300 SC400 SC430 SE330 Mazda - 3 MAZDASPEED3 5 SPORT TURBO ALL MOTOR POWER    "
2012 12 Honda CR-V ex exl crv parts limited 2011 2010 awd ex lx sport,http://newyork.craigslist.org/que/pts/5900474496.html,$7, (queens or brooklyn),2016-12-01,08:22:36,N,,"

QR Code Link to This Post


 Call 
 show contact info
for just about  Any part for any Car! Wholesale Prices to the Public! No reasonable offers will be refused! See what JUST ARRIVED!!2003 Lincoln navigator 2009 Chevy Impala SS b 1999 mercedes ML430 320 2004 BMW 330ci Convertible 2006 Honda Odyssey EX-L EX exl lx 2014 crv and 2003 Toyota Celica2010 Nissan Altima SL S  2004 MAzda Tribute 2003 Dodge Durango Hemi SLT SLT+2006 Chrysler Town & Country LXI lx limited2012 Kia Forte2003 GMC Envoy XL XLT 2008 Pontiac G6 2008 Hyundai Elantra2004 Chevrolet custom TrailBlazer trail blazer SS LT2004 Chrysler Sebring2006 Chevy Impala2004 MAzda 62007 Honda Accord 2003 Honda Pilot2005 Chrysler 300 300cCall 
 show contact info
for Any part for any Car! Wholesale Prices to the Public!  We are a family owned and operated full service salvage yard . We sell quality used auto parts for both foreign and domestic cars and trucks . "
HONDA CRV EX 2007 4WD,http://newyork.craigslist.org/brk/cto/5887028819.html,$10800,Not Listed,2016-11-21,17:04:36,2016-11-27,21:28:39,"

QR Code Link to This Post


HONDA CRV EX 4WD very good condition +new tiers +rain guard +dash camera video recording + rear camera + remote start + sun roof + immobilizer+ DVD+leather seat + fully power+ ----- TEXT  
show contact info
"
BBS RS Mesh 4x100 4x114 4x114.3 White Face Polished Lip 15x8,http://newyork.craigslist.org/que/wtd/5887953488.html,$300, (Fresh Meadows),2016-11-22,11:30:04,2016-11-28,12:18:58,"

QR Code Link to This Post


ON SPECIAL! For this week BBS RS Mesh 4x100 White Face Polished Lip 15x8

MESH RS STYLE WHITE FACE W/ POLISH LIP TUNER WHEELS
PRICE IS $300 FIRM (NO TRADES, NO LOW BALLERS)

These wheels are BRAND NEW IN BOX All 4. WHEEL SIZE is a 15' and is 8' wide.
4 LUGS 4/100 & 4X114 BOLT PATTERN Universal Pattern. With +35 OFFSET and Center Bore is 73.1. PRICE IS FIRM AT 300 (Only trade interested is in your cash)


Claws
185-08 Horace Harding Expwy
Fresh Meadows, NY 11365
show contact info






2000,2001,2002,2003,2004,2005,2006,2007,20082009,2010,2011,2012,2013,2014 AUDI A4, AUDI A6, ADUI TT, AUDI TT QUATTRO, ACURA MDX,NISSAN ALTIMA,NISSAN MAXIMA,HONDA ACCORD,ACURA TSX.BMW 3 SERIES,BMW 745I,BMW 745LI,BMW 750I,BMW 750LI,BMW X3,BMW X5.INFINITI G35X,INFINITI G35 COUPE,INFINITI M35X,INFINITI FX35.MERCEDES BENZ C240 4MATIC,MERCEDES BENZ C230,MERCEDES BENZ C320,MERCEDES BENZ C280,MERCEDES BENZ CLK 350/MERCEDES BENZ CLK550,MERCEDES BENZ E320,MERCEDES BENZ E350 4MATIC,MERCEDES BENZ ML350 4MATIC,MERCEDES BENZ GL450 4MATIC.VOLKSWAGEN JETTA,VOLKSWAGEN,PASSAT370Z,TL,SI,CIVIC,SUPRA,TSX,EVO,RSX,SUPRA,GTI,CIVIC,SI,S2000,STI,BMW,RSX,STI,EVO,NISSAN ALTIMA,MAXIMA,GTI,BMW 325XI,BMW 335I,BMW 335XI,BMW 525I, INFINITI,MERCEDES BENZ,S200,VOLKSWAGEN JETTA,VOLKSWAGEN PASSAT, Honda ACCORD CIVIC CRV ELEMENT ODYSSEY PILOT PRELUDE S2000 Hyundai AZERA ELANTRA SANTA FE SONATA TIBURON TUCSON VERACRUZ XG Infiniti EX35 FX35 FX45 G35 COUPE SEDAN G37 I30 T I35 J30 M35 M45 Q45 T KIA - AMANTI OPTIMA RONDO SEDONA SENTRY SPORTAGE Lexus - ES300 ES330 ES350 GS300 GS330 GS350 GS400 GS430 GS450 GS460 IS250 AWD RWD IS300 IS350 ISF LS350 LS400 LS430 RX300 RX330 RX350 RX400 SC300 SC400 SC430 SE330 Mazda - 3 MAZDASPEED3 5 SPORT 2004 2005 2006 2007 2008 AUDI A4, AUDI A6,ACURA MDX,NISSAN ALTIMA,NISSAN MAXIMA,HONDA ACCORD,ACURA TSX.BMW 3 SERIES,BMW 745I,BMW 745LI,BMW 750I,BMW 750LI,BMW X3,BMW X5.INFINITI G35X,INFINITI G35 COUPE,INFINITI M35X,INFINITI FX35.MERCEDES BENZ C240 4MATIC,MERCEDES BENZ C230,MERCEDES BENZ C320,MERCEDES BENZ C280,MERCEDES BENZ CLK 350/MERCEDES BENZ CLK550,MERCEDES BENZ E320,MERCEDES BENZ E350 4MATIC,MERCEDES BENZ ML350 4MATIC,MERCEDES BENZ GL450 4MATIC.VOLKSWAGEN JETTA,VOLKSWAGEN PASSAT370Z,TL,SI,CIVIC,SUPRA,TSX,EVO,RSX,SUPRA,GTI,CIVIC,SI,S2000,STI,BMW,RSX,STI,EVO,NISSAN ALTIMA,MAXIMA,GTI,BMW 325XI,BMW 335I,BMW 335XI,BMW 525I, INFINITI,MERCEDES BENZ,S200,VOLKSWAGEN JETTA,VOLKSWAGEN PASSAT.. Honda - ACCORD CIVIC CRV ELEMENT ODYSSEY PILOT PRELUDE S2000 Hyundai - AZERA ELANTRA SANTA FE SONATA TIBURON TUCSON VERACRUZ XG Infiniti - EX35 FX35 FX45 G35 COUPE SEDAN G37 I30 T I35 J30 M35 M45 Q45 T KIA - AMANTI OPTIMA RONDO SEDONA SENTRY SPORTAGE Lexus - ES300 ES330 ES350 GS300 GS330 GS350 GS400 GS430 GS450 GS460 IS250 AWD RWD IS300 IS350 ISF LS350 LS400 LS430 RX300 RX330 RX350 RX400 SC300 SC400 SC430 SE330 Mazda - 3 MAZDASPEED3 5 SPORT TURBO ALL MOTOR POWER    "
2007 Honda CRV Full loaded,http://newyork.craigslist.org/que/cto/5865424263.html,$6500,Not Listed,2016-11-07,12:21:52,2016-11-29,10:23:55,"

QR Code Link to This Post


2007 Honda CR-V Full loaded in excellent condition.
Good working a/c, radio cd, leather seat, navigation. No problems with this car.
Needs nothing. Great car for the money.
171 miles and clean title,Power windows, power door and c/d, Clean title.

For more information call at 
 show contact info

SE HABLA ESPAÑOL    "
2007 HONDA CRV EX-L 4-Cly 2.4L,http://newyork.craigslist.org/lgi/cto/5902854209.html,$7900, (HEMPSTEAD),2016-12-02,18:31:22,N,,"

QR Code Link to This Post


2007 HONDA CRV EX-L 4Cly 2.4L IT'S COMING WITH LEATHER SEATS POWER SEATS POWER WINDOWS POWER DOOR LOCKS SUN ROOF NAVIGATION SYSTEM BACK CAMARA, VERY  CLEAN IN OUT RUN PERCFEC THE ENGINE AND TRANSMISSION IS GOOD. 
ONLY BUYERS SERIOUS CALL ME AT 516.....967....20.....13
"
2007 Honda CRV EX AWD Green color 139k miles !FIRST OWNER NO ACCIDENT!,http://newyork.craigslist.org/stn/cto/5899870934.html,$7499,Not Listed,2016-11-30,18:00:13,N,,"

QR Code Link to This Post


i have 2007 Honda CRV EX AWD
it has just 139k miles
run and drive perfect
engine and transmission perfect
you can check pictures for body and inside detail information
please call me for more information at 732---763---44---four-five    "
"2007,HONDA CRV AWD MINT CONDITION",http://newyork.craigslist.org/que/cto/5890083326.html,$7600, (quens),2016-11-23,19:33:07,2016-12-01,15:55:56,"

QR Code Link to This Post


2007, Honda crv AWD 155,000 HWY MILES  RUNS AND DRIVES LIKE NEW AIR CONDITION HEAT CD PLAYER POWER WINDOWS POWER MIRROS FACTORY ALARM 4,new tires for more information about call # 
show contact info
"
2013 JEEP WRANGLER  WHEELS((NEG)),http://newyork.craigslist.org/brk/wto/5898796302.html,$450, (OZONE PARK),2016-11-30,04:30:00,2016-11-30,23:52:03,"

QR Code Link to This Post


2013 JEEP WRANGLER   WHEELS IN GOOD  CONDITIONS,SET COMES IN 5 .CALL ME IF INTRESTED @ 
 show contact info





2001,2002,2003,2004,2005,2006,2007,2008 AUDI A4, AUDI A6, ADUI TT, AUDI TT QUATTRO, ACURA MDX,NISSAN ALTIMA,NISSAN MAXIMA,HONDA ACCORD,ACURA TSX.BMW 3 SERIES,BMW 745I,BMW 745LI,BMW 750I,BMW 750LI,BMW X3,BMW X5.INFINITI G35X,INFINITI G35 COUPE,INFINITI M35X,INFINITI FX35.MERCEDES BENZ C240 4MATIC,MERCEDES BENZ C230,MERCEDES BENZ C320,MERCEDES BENZ C280,MERCEDES BENZ CLK 350/MERCEDES BENZ CLK550,MERCEDES BENZ E320,MERCEDES BENZ E350 4MATIC,MERCEDES BENZ ML350 4MATIC,MERCEDES BENZ GL450 4MATIC.VOLKSWAGEN JETTA,VOLKSWAGEN,PASSAT370Z,TL,SI,CIVIC,SUPRA,TSX,EVO,RSX,SUPRA,GTI,CIVIC,SI,S2000,STI,BMW,RSX,STI,EVO,NISSAN ALTIMA,MAXIMA,GTI,BMW 325XI,BMW 335I,BMW 335XI,BMW 525I, INFINITI,MERCEDES BENZ,S200,VOLKSWAGEN JETTA,VOLKSWAGEN PASSAT, Honda ACCORD CIVIC CRV ELEMENT ODYSSEY PILOT PRELUDE S2000 Hyundai AZERA ELANTRA SANTA FE SONATA TIBURON TUCSON VERACRUZ XG Infiniti EX35 FX35 FX45 G35 COUPE SEDAN G37 I30 T I35 J30 M35 M45 Q45 T KIA - AMANTI OPTIMA RONDO SEDONA SENTRY SPORTAGE Lexus - ES300 ES330 ES350 GS300 GS330 GS350 GS400 GS430 GS450 GS460 IS250 AWD RWD IS300 IS350 ISF LS350 LS400 LS430 RX300 RX330 RX350 RX400 SC300 SC400 SC430 SE330 Mazda - 3 MAZDASPEED3 5 SPORT Keyword:2004,2005,2006,2007,2008 AUDI A4, AUDI A6,ACURA MDX,NISSAN ALTIMA,NISSAN MAXIMA,HONDA ACCORD,ACURA TSX.BMW 3 SERIES,BMW 745I,BMW 745LI,BMW 750I,BMW 750LI,BMW X3,BMW X5.INFINITI G35X,INFINITI G35 COUPE,INFINITI M35X,INFINITI FX35.MERCEDES BENZ C240 4MATIC,MERCEDES BENZ C230,MERCEDES BENZ C320,MERCEDES BENZ C280,MERCEDES BENZ CLK 350/MERCEDES BENZ CLK550,MERCEDES BENZ E320,MERCEDES BENZ E350 4MATIC,MERCEDES BENZ ML350 4MATIC,MERCEDES BENZ GL450 4MATIC.VOLKSWAGEN JETTA,VOLKSWAGEN PASSAT370Z,TL,SI,CIVIC,SUPRA,TSX,EVO,RSX,SUPRA,GTI,CIVIC,SI,S2000,STI,BMW,RSX,STI,EVO,NISSAN ALTIMA,MAXIMA,GTI,BMW 325XI,BMW 335I,BMW 335XI,BMW 525I, INFINITI,MERCEDES BENZ,S200,VOLKSWAGEN JETTA,VOLKSWAGEN PASSAT.. Honda - ACCORD CIVIC CRV ELEMENT ODYSSEY PILOT PRELUDE S2000 Hyundai - AZERA ELANTRA SANTA FE SONATA TIBURON TUCSON VERACRUZ XG Infiniti - EX35 FX35 FX45 G35 COUPE SEDAN G37 I30 T I35 J30 M35 M45 Q45 T KIA - AMANTI OPTIMA RONDO SEDONA SENTRY SPORTAGE Lexus - ES300 ES330 ES350 GS300 GS330 GS350 GS400 GS430 GS450 GS460 IS250 AWD RWD IS300 IS350 ISF LS350 LS400 LS430 RX300 RX330 RX350 RX400 SC300 SC400 SC430 SE330 Mazda - 3 MAZDASPEED3 5 SPORT    "
"★FOG LIGHTS FOR HONDA,TL,CRV,CUSTOMS",http://newyork.craigslist.org/brx/fod/5865835488.html,$50, (QUEENS AND BRONX),2016-11-07,15:50:01,2016-11-30,23:16:12,"

QR Code Link to This Post


HONDA ACCORD 2003-2007 FOG LIGHTS BRAND NEW THAT I NEVER GOT TO PUT IT ON MY CAR BECAUSE I SOLD MY CAR I WANT 50.00 DOLLARS FIRM 
 show contact info


If need hid i have....ok


, installation , amp , amps, radio , , navigation , pioneer , Rockford fosgate , punch , ev, evs , alpine, jl audio . jl . hiphonic , beyma , celestion , truvox , clarion , radio installation , amp installation , flip out , double din gps , gps , gps radio , Sub , subwoofer , amp , amplifier , amp , amps , indash , flipout , Mids , mid driver , Voice , speakers , radio , Car radio , JL AUDIO , 02 , BEYMA , AUDIOPIPE , SONY , JBL , MTX , KICKER , HIFONICS , HONDA , ACURA , RACING , PIONEER , NAVIGATION , GPS , FLIP UP , TOUCH SCREEN , DVD , MP3 , IPHONE , BATTERY OPTIMA , ZUES , EV , L0G1TECH!! CAPACITOR ,PUNCH acura tsx, acura
tl, TWEETER,    "
Universal Mufflers and Muffler Tip Stainless Steel and Titanium,http://newyork.craigslist.org/que/ptd/5877621961.html,$5, (Fresh Meadows),2016-11-15,12:06:27,2016-11-28,12:18:28,"

QR Code Link to This Post


LIQUIDATION SALE. I have an overstock of universal mufflers and muffler tips. Need to get rid of these as soon as possible. All brand new in box never used, many different styles to choose from. We have Mufflers starting as low as $10 each and tips as low as $5.

VENTA DE LIQUIDACIÓN. Tengo un exceso de mufflers y muffler tips. Necesidad de deshacerse de estos tan pronto como sea posible. Todo nuevo en caja nunca usada, muchos diversos estilos a elegir de. Tenemos silenciadores a partir de $ 10 cada uno y tips tan bajos como $ 5. HABLAMOS ESPAÑOL 

CALL NOW / LLAMENOS AHORA 

Claws Autosports
185-08 Horace Harding Expwy
Fresh Meadows, NY 11365
show contact info

Mon-Sat 11AM-7:30PM 










000,2001,2002,2003,2004,2005,2006,2007,20082009,2010,2011,2012,2013,2014 AUDI A4, AUDI A6, ADUI TT, AUDI TT QUATTRO, ACURA MDX,NISSAN ALTIMA,NISSAN MAXIMA,HONDA ACCORD,ACURA TSX.BMW 3 SERIES,BMW 745I,BMW 745LI,BMW 750I,BMW 750LI,BMW X3,BMW X5.INFINITI G35X,INFINITI G35 COUPE,INFINITI M35X,INFINITI FX35.MERCEDES BENZ C240 4MATIC,MERCEDES BENZ C230,MERCEDES BENZ C320,MERCEDES BENZ C280,MERCEDES BENZ CLK 350/MERCEDES BENZ CLK550,MERCEDES BENZ E320,MERCEDES BENZ E350 4MATIC,MERCEDES BENZ ML350 4MATIC,MERCEDES BENZ GL450 4MATIC.VOLKSWAGEN JETTA,VOLKSWAGEN,PASSAT370Z,TL,SI,CIVIC,SUPRA,TSX,EVO,RSX,SUPRA,GTI,CIVIC,SI,S2000,STI,BMW,RSX,STI,EVO,NISSAN ALTIMA,MAXIMA,GTI,BMW 325XI,BMW 335I,BMW 335XI,BMW 525I, INFINITI,MERCEDES BENZ,S200,VOLKSWAGEN JETTA,VOLKSWAGEN PASSAT, Honda ACCORD CIVIC CRV ELEMENT ODYSSEY PILOT PRELUDE S2000 Hyundai AZERA ELANTRA SANTA FE SONATA TIBURON TUCSON VERACRUZ XG Infiniti EX35 FX35 FX45 G35 COUPE SEDAN G37 I30 T I35 J30 M35 M45 Q45 T KIA - AMANTI OPTIMA RONDO SEDONA SENTRY SPORTAGE Lexus - ES300 ES330 ES350 GS300 GS330 GS350 GS400 GS430 GS450 GS460 IS250 AWD RWD IS300 IS350 ISF LS350 LS400 LS430 RX300 RX330 RX350 RX400 SC300 SC400 SC430 SE330 Mazda - 3 MAZDASPEED3 5 SPORT Keyword:2004,2005,2006,2007,2008 AUDI A4, AUDI A6,ACURA MDX,NISSAN ALTIMA,NISSAN MAXIMA,HONDA ACCORD,ACURA TSX.BMW 3 SERIES,BMW 745I,BMW 745LI,BMW 750I,BMW 750LI,BMW X3,BMW X5.INFINITI G35X,INFINITI G35 COUPE,INFINITI M35X,INFINITI FX35.MERCEDES BENZ C240 4MATIC,MERCEDES BENZ C230,MERCEDES BENZ C320,MERCEDES BENZ C280,MERCEDES BENZ CLK 350/MERCEDES BENZ CLK550,MERCEDES BENZ E320,MERCEDES BENZ E350 4MATIC,MERCEDES BENZ ML350 4MATIC,MERCEDES BENZ GL450 4MATIC.VOLKSWAGEN JETTA,VOLKSWAGEN PASSAT370Z,TL,SI,CIVIC,SUPRA,TSX,EVO,RSX,SUPRA,GTI,CIVIC,SI,S2000,STI,BMW,RSX,STI,EVO,NISSAN ALTIMA,MAXIMA,GTI,BMW 325XI,BMW 335I,BMW 335XI,BMW 525I, INFINITI,MERCEDES BENZ,S200,VOLKSWAGEN JETTA,VOLKSWAGEN PASSAT.. Honda - ACCORD CIVIC CRV ELEMENT ODYSSEY PILOT PRELUDE S2000 Hyundai - AZERA ELANTRA SANTA FE SONATA TIBURON TUCSON VERACRUZ XG Infiniti - EX35 FX35 FX45 G35 COUPE SEDAN G37 I30 T I35 J30 M35 M45 Q45 T KIA - AMANTI OPTIMA RONDO SEDONA SENTRY SPORTAGE Lexus - ES300 ES330 ES350 GS300 GS330 GS350 GS400 GS430 GS450 GS460 IS250 AWD RWD IS300 IS350 ISF LS350 LS400 LS430 RX300 RX330 RX350 RX400 SC300 SC400 SC430 SE330 Mazda - 3 MAZDASPEED3 5 SPORT    "
2007 Honda CRV EX,http://newyork.craigslist.org/mnh/cto/5901607123.html,$3000,Not Listed,2016-12-01,21:48:55,N,,"

QR Code Link to This Post


Sale my 2007 honda crv Lx full power start one owner clean title ny 55 miles automatic transmission 4 cylinder sunruf power windows and power lake the car is in perfect condition no accident awd new tires and new brake 4 cylinder for more information about the car contact diane55br@gmail.com    "
HONDA & ACURA  REMANUFACTURED  TRANSMISSION 100% DYNO TESTED,http://newyork.craigslist.org/mnh/ptd/5902389462.html,Not Listed, (OZMOTIVE),2016-12-02,13:33:23,2016-12-02,15:11:28,"

QR Code Link to This Post


*WE SPECIALIZE IN HONDA & ACURA TRANSMISSION EXCLUSIVELY
*REBUILD TRANSMISSION WITH ALL UPDATES PERFORM
*NEW FRICTIONS,SEALS,GASKETS,O-RINGS
*COMES WITH A REBUILT TORQUE CONVERTER
*CALL 855-353-0866 FOR MORE INFORMATION
*FULL ONE YEAR LIMITED WARRANTY
*WE ALSO HAVE DIFFERENT HONDA/ACURA AUTO TRANSMISSION AVAILABLE IN STOCK
*BUSINESS SINCE 2002
*OPEN MON-SAT 8AM-5PM PST
*SHIPPING FROM SACRAMENTO,CALIFORNIA TO NEW YORK COST $400 ROUND TRIP
*CORE CHARGE $300( ONCE WE GET THE OLD TRANSMISION BACK,WE WILL REFUND YOUR CORE FEE)
* We accept Pay Pal only

**************************************************************************************************************************

*1997-2001 HONDA CR-V $1,400
*2002-2007 HONDAS CRV $1400
*2001-2005 HONDA CIVIC $1,000
*1998-2002 HONDA ACCORD 4CYLINDER $1,100
*2003-2007 HONDA ACCORD 4CYLINDER $1400
*1998-2002 HONDA ACCORD V6 $1,200
*2003-2007 HONDA ACCORD V6 $1,500
*1997-2001 HONDA PRELUDE NON SH $1,200
*1999-2004 HONDA ODYSSEY $1,400
*2005-2007 HONDA ODYSSEY $1600
*2003-2007 HONDA PILOT $1,500

**************************************************************************************************************************

*1994-1999 ACURA INTEGRA $1,200                            
*1996-1999 ACURA 3.0 CL $1,300                                  
*2001-2003 ACURA 3.2 CL & 3.2 TL $1,400                   
*1999-2000 ACURA 3.2 TL $1,300                                  
*2004-2007 ACURA TL $1500                                           
*2004-2008 ACURA TSX $1,500                                     
*2001-2002 ACURA MDX $1,600                                    
*2003-2006 ACURA MDX $1700                                     



































KEYWORDS: CIVIC,PRELUDE,PILOT,CRV,ELEMENT,ODYSSEY,ACCORD,MDX,TL,RL,CL,INTEGRA,SI,TSX,RSX,TYPE S CR-V 96 97 98 99 00 01 02 03 04 05 06 07 08 09    "
"★FOG LIGHTS FOR HONDA,TL,CRV,CUSTOMS",http://newyork.craigslist.org/brx/fod/5864930133.html,$50, (QUEENS AND BRONX),2016-11-07,06:34:20,2016-11-30,20:28:15,"

QR Code Link to This Post


HONDA ACCORD 2003-2007 FOG LIGHTS BRAND NEW THAT I NEVER GOT TO PUT IT ON MY CAR BECAUSE I SOLD MY CAR I WANT 50.00 DOLLARS FIRM 
 show contact info


If need hid i have....ok


, installation , amp , amps, radio , , navigation , pioneer , Rockford fosgate , punch , ev, evs , alpine, jl audio . jl . hiphonic , beyma , celestion , truvox , clarion , radio installation , amp installation , flip out , double din gps , gps , gps radio , Sub , subwoofer , amp , amplifier , amp , amps , indash , flipout , Mids , mid driver , Voice , speakers , radio , Car radio , JL AUDIO , 02 , BEYMA , AUDIOPIPE , SONY , JBL , MTX , KICKER , HIFONICS , HONDA , ACURA , RACING , PIONEER , NAVIGATION , GPS , FLIP UP , TOUCH SCREEN , DVD , MP3 , IPHONE , BATTERY OPTIMA , ZUES , EV , L0G1TECH!! CAPACITOR ,PUNCH acura tsx, acura
tl, TWEETER,    "
HONDA CRV EX 2007 4WD,http://newyork.craigslist.org/brk/cto/5887028188.html,$10800,Not Listed,2016-11-21,17:04:12,N,,"

QR Code Link to This Post


HONDA CRV EX 4WD very good condition +new tiers +rain guard +dash camera video recording + rear camera + remote start + sun roof + immobilizer+ DVD+leather seat + fully power+ + ------- TEXT  
show contact info
"
2007 Honda crv,http://newyork.craigslist.org/fct/cto/5883784897.html,$5300,Not Listed,2016-11-19,12:28:14,N,,"

QR Code Link to This Post


Selling my 2007 Honda CR-V with 179 k miles nothing wrong call 
show contact info
"
2012 KIA SOUL+ HONDA CRV ELEMENT TOYOTA RAV4 NISSAN CUBE JUKE,http://newyork.craigslist.org/lgi/ctd/5865604739.html,$10995, ($89/MONTH),2016-11-07,13:50:24,N,,"

QR Code Link to This Post


Copy URL to browser to see full description for this vehicle:
http://www.greatneckcarbuyers.com/2012-Kia-Soul-Great-Neck-NY-Long-Island-Queens-NYC-NASSAU/used_car/%5dFmyWBlt6FI%3d

Check out this excellent 2012 Kia Soul + with a clean carfax and one previous owner.


Color: Silver on Black Cloth
Engine: 2.0L 4 Cylinder Engine 
Stock number: 401457
Transmission: Automatic
Miles: 44608 

FREE 1 YEAR WARRANTY, ONE OWNER, CLEAN CARFAX, DEALER SERVICED. The 2012 Kia Soul brings hipster styling and a fun-to-drive nature to the realm of the practical hatchback. This Soul + is equipped with alloy wheels, power locks and mirrors, air-conditioning, cloth upholstery, a 60/40-split-folding rear seat, a trip computer, a tilt-and-telescoping steering column, and a four-speaker sound system with CD player, satellite radio, an auxiliary audio jack and an iPod/USB audio interface, keyless entry, rear privacy glass, cruise control, a height-adjustable driver seat and Bluetooth phone connectivity, heated mirrors, dash-top and center console storage bins, a leather-wrapped steering wheel and much more. Call today and speak to any of our many sale associates who will gladly assist you in anything you may need to become its next proud owner.  
Please call 516 487 5681 or visit Greatneckcarbuyers.com

Great Neck Car Buyers & Sellers

195 Northern Blvd Great Neck, New York 11021


GO TO WWW.GREATNECKCARBUYERS.COM AND CLICK THE RED TAB TO GET APPROVED IN MINUTES

CALL 516-487-5398 TO GET FINANCED!	




WE HAVE LUXURY IMPORTED CARS 
MODELS LISTED BELOW:

MERCEDES BENZ: C, CL, CLK, CLS, E, GL, ML, S, SL, SLK, & R CLASS
C300, C250, CL550, CLS550, E350 COUPE, 3350, S550, S550 COUPE, GLK350, GL450, ML350, ML550, S550, R350, SL550, & SLK300 (2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014) 

BWM: 3, 5, 6, 7, M, & X-SERIES

328 COUPE, 328 XI COUPE, 335 XI, 335 XI COUPE, 535I, 535 XI, 535 XIA, 550 XI, 650CI, 740I, 750XI, X5 30 SI, X5 35I, X5 50I, X6 35I (2009, 2010, 2011, 2012, 2013, 2014) 

LEXUS: ES, GS, & GX-SERIES

GS 300, GS350, IS250

PORSCHE: CAYENNE S, PANAMERA (2011, 2012, 2013, 2014) 

RANGE ROVER SPORT: HSE LUX (2010, 2011, 2012, 2013, 2014) 

OTHERS: NISSAN MAXIMA SV PREMIUM, TOYOTA CAMRY XLE (2009, 2010, 2011, 2012, 2013, 2014) 
"
